Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,886,unrelated,unrelated,unrelated,5.29169810193e-08,1.80933512617e-09,5.47521281646e-08,0.999999880791
Iraqi media says ISIS militants have contracted Ebola,1821,unrelated,unrelated,unrelated,3.39538708261e-09,2.68019473282e-09,1.18547973216e-06,0.999998807907
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),1262,discuss,discuss,discuss,0.000610363320448,4.94752021041e-06,0.999381422997,3.24097663906e-06
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1372,discuss,discuss,discuss,0.0003552720882,8.22921429062e-05,0.999561727047,6.41419489966e-07
Islamic State using 'SCORPION bombs' to terrorise victims,1358,unrelated,unrelated,unrelated,3.3476300132e-07,1.2503717528e-07,3.68331498635e-08,0.999999523163
ISIS Reportedly Beheads American Photojournalist in Iraq,1966,discuss,discuss,discuss,0.000610674032941,1.09636448542e-05,0.999093770981,0.000284638081212
Government fires employee who skipped work for 24 years,1234,unrelated,unrelated,unrelated,2.66184336795e-08,3.35747274427e-09,9.20691345385e-09,1.0
WSJ: Apple cut watch health features due to erratic sensors,1788,discuss,discuss,discuss,0.00154138961807,5.711821359e-05,0.998259246349,0.000142220305861
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",676,unrelated,unrelated,unrelated,0.00202289456502,0.000245994859142,0.000147880884469,0.997583270073
Teen Makes $72 Million on the Stock Market,1987,discuss,discuss,agree,0.60955953598,0.0865729823709,0.303812921047,5.45361253899e-05
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1679,discuss,discuss,discuss,0.0220078993589,5.60063490411e-05,0.97793418169,1.94098515749e-06
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2070,unrelated,unrelated,unrelated,1.88166371373e-08,2.77742557842e-08,1.63866400271e-06,0.99999833107
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,2080,unrelated,unrelated,unrelated,1.17536480104e-07,3.17773540814e-08,7.3652932997e-07,0.999999165535
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",171,unrelated,unrelated,unrelated,1.36783526727e-07,5.02500689947e-08,9.95136069832e-05,0.999900341034
ISIS Militants Allegedly Contracted Ebola,1251,unrelated,unrelated,unrelated,2.22182620746e-07,5.26395957934e-08,3.51621638401e-05,0.999964594841
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1364,unrelated,unrelated,unrelated,4.79476402688e-05,1.16174624054e-06,2.12028844544e-05,0.999929666519
Amazon's first brick-and-mortar store said to open in Manhattan,2506,unrelated,unrelated,unrelated,6.06368431022e-08,2.38151258714e-08,6.66814230499e-07,0.999999284744
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",2240,unrelated,unrelated,unrelated,4.07471247854e-07,5.55543273606e-08,4.59982132384e-08,0.999999523163
Meteorite leaves crater in Nicaraguan capital Managua,1948,unrelated,unrelated,unrelated,1.20674130244e-07,3.15962438435e-08,1.92317429537e-06,0.999997973442
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,1336,unrelated,unrelated,unrelated,6.99268412063e-07,7.85628770927e-08,0.000566516304389,0.999432623386
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,666,unrelated,unrelated,unrelated,3.08693552142e-06,5.47652120986e-07,0.000156730224262,0.999839663506
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,524,unrelated,unrelated,unrelated,1.5576162582e-08,8.04345567929e-09,3.10874185061e-07,0.999999642372
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1572,discuss,discuss,discuss,0.0173931028694,0.0174083039165,0.965191662312,6.96588722349e-06
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1888,unrelated,unrelated,unrelated,7.49226671815e-07,8.48568646461e-08,7.49879660589e-08,0.999999046326
Cold Turkey,1572,unrelated,unrelated,unrelated,0.000304763176246,4.73922045785e-05,0.000832195859402,0.998815655708
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1406,unrelated,unrelated,unrelated,3.11971106726e-08,4.03828215312e-09,4.56729708276e-07,0.999999523163
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,2434,unrelated,unrelated,unrelated,1.82685966355e-09,4.41904735027e-09,8.62721606154e-07,0.999999165535
Nun gives birth to surprise baby after complaining of stomach pains,1597,unrelated,unrelated,unrelated,3.00349947793e-05,9.00084046407e-07,1.5185574739e-05,0.999953866005
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2385,discuss,discuss,discuss,0.000190049802768,8.39461608848e-06,0.99980121851,3.22734308611e-07
Ferguson riots: audio may have captured Michael Brown shooting,1934,discuss,discuss,discuss,9.11387469387e-05,2.04728530662e-05,0.999844312668,4.40030707978e-05
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",320,unrelated,unrelated,unrelated,3.33132305741e-07,5.63224602956e-07,8.33092542507e-07,0.999998211861
11 jetliners 'missing' after Islamist takeover of airport,1489,unrelated,unrelated,unrelated,6.23114289056e-08,8.70568683808e-09,8.83741631696e-06,0.999991059303
Islamic State militants claim to behead missing American journalist,1251,unrelated,unrelated,unrelated,2.47261944253e-09,2.98843794155e-08,9.88202555163e-06,0.999990105629
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2447,unrelated,unrelated,unrelated,8.5751480583e-06,6.45476256977e-06,2.42320038524e-05,0.999960780144
Boston.com pulls story accusing prof of sending ‘racist’ emails,375,discuss,discuss,discuss,0.166202604771,0.00211386871524,0.831660926342,2.26308820857e-05
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",236,agree,agree,agree,0.998932898045,2.93159064313e-05,0.00103741709609,3.21166908179e-07
Report: Christian Bale Just Bailed on the Steve Jobs Movie,2421,unrelated,unrelated,unrelated,1.06262980637e-08,6.81992506912e-09,1.15121700617e-07,0.999999880791
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1375,unrelated,unrelated,unrelated,2.42978103415e-07,6.93407741892e-07,3.27308129044e-07,0.999998688698
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,816,unrelated,unrelated,unrelated,1.25763639502e-08,4.99227592599e-09,3.1110610621e-07,0.999999642372
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",731,unrelated,unrelated,unrelated,4.75281808576e-07,6.13653909909e-08,4.51548930869e-06,0.99999499321
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1840,unrelated,unrelated,unrelated,5.65669076025e-08,4.47554304728e-09,2.35336102605e-07,0.999999761581
CNN Posts Alleged Audio of Michael Brown Shooting,1950,unrelated,unrelated,unrelated,1.51156438477e-08,3.63287866456e-09,1.56747330493e-06,0.999998450279
'Hairgate': iPhone hit by new social media storm,431,unrelated,unrelated,unrelated,4.00614545981e-08,3.19158424134e-08,9.18512114367e-07,0.999999046326
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1171,agree,agree,agree,0.963360726833,8.34492311697e-05,0.036552619189,3.26451572619e-06
Media outlets identify 'Jihadi John',1383,unrelated,unrelated,unrelated,5.66248239409e-08,3.72272346283e-08,4.87288116346e-06,0.99999499321
Rumors about Fidel Castro’s death again circulate on the Internet,2009,discuss,discuss,discuss,0.0021439131815,3.26483386743e-05,0.99772721529,9.62050180533e-05
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1299,unrelated,unrelated,unrelated,3.39947248129e-09,7.52593631859e-09,3.55584177214e-07,0.999999642372
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,913,unrelated,unrelated,unrelated,3.21926108882e-07,2.18880202851e-07,4.87992519993e-06,0.999994635582
Axl Rose Dead? Fans Freak Out Over Death Rumors,1859,agree,agree,agree,0.959529399872,0.00313137168996,0.0372281335294,0.000111053188448
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1841,discuss,discuss,discuss,0.000144835707033,7.22218101146e-05,0.999782621861,3.12755759069e-07
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",359,unrelated,unrelated,unrelated,2.00929743954e-08,5.32198889402e-08,4.68818143418e-06,0.999995231628
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2238,discuss,discuss,discuss,0.00144865666516,0.000875857891515,0.997673213482,2.23658435061e-06
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,320,unrelated,unrelated,unrelated,2.88489818701e-08,1.38430493735e-07,1.35700830128e-07,0.999999642372
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,2227,discuss,discuss,discuss,0.00437707779929,0.000692543049809,0.994862139225,6.81709643686e-05
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1097,agree,agree,discuss,0.42772474885,0.000559717067517,0.567042827606,0.00467267259955
Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders ,666,unrelated,unrelated,unrelated,2.70575952754e-07,1.33766604904e-07,4.36511129465e-07,0.999999165535
This Is a Truly Horrifying Story About a Spider,214,unrelated,unrelated,unrelated,3.6159622141e-07,1.26553336699e-08,3.07817145995e-07,0.999999284744
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,742,unrelated,unrelated,unrelated,4.78344759358e-08,3.28452252063e-08,4.62298294224e-06,0.999995350838
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,1948,unrelated,unrelated,unrelated,7.57294600362e-08,7.53806794762e-09,1.31056276587e-06,0.999998569489
Nun gives birth to surprise baby after complaining of stomach pains,1720,discuss,discuss,agree,0.551377594471,0.000438570365077,0.448176056147,7.76679371484e-06
Apple may launch 12-inch MacBook Air with Retina Display,2362,unrelated,unrelated,unrelated,7.43398809178e-09,1.0535988082e-07,8.20241581323e-08,0.999999761581
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2328,unrelated,unrelated,unrelated,6.22991194632e-07,1.41838512491e-07,1.61569346346e-07,0.999999046326
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',2031,discuss,discuss,discuss,4.32553897554e-05,8.2912565631e-06,0.999947309494,1.11651047519e-06
Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,1408,unrelated,unrelated,unrelated,4.69073384579e-08,4.16452827778e-08,1.94149727406e-08,0.999999880791
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1375,unrelated,unrelated,unrelated,1.40291362527e-07,2.10469977446e-07,1.76789853867e-07,0.999999523163
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",816,unrelated,unrelated,unrelated,3.06608320955e-08,3.14683177294e-08,1.76571361976e-07,0.999999761581
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1183,unrelated,unrelated,unrelated,1.17866045457e-06,4.7500537903e-07,1.11507533802e-05,0.999987244606
ISIS Militants Allegedly Contracted Ebola,2127,unrelated,unrelated,unrelated,0.000418402836658,2.65209528152e-05,0.422788977623,0.576766073704
Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,320,unrelated,unrelated,unrelated,4.49632625532e-06,5.49456103727e-07,4.27430904892e-06,0.999990701675
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1574,unrelated,unrelated,unrelated,2.64688560492e-06,5.30884953776e-08,1.5378508067e-07,0.999997138977
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,365,unrelated,unrelated,unrelated,3.66091796877e-08,5.1977973925e-08,3.10161603068e-08,0.999999880791
Cheese addiction breaks Kim Jong-un's ankles,1349,unrelated,unrelated,unrelated,3.66204702118e-08,5.95822902127e-09,7.05103957443e-07,0.999999284744
"If you really believed Colorado KFCs were selling pot, here’s a reality check",1843,unrelated,unrelated,unrelated,8.43825364427e-06,1.20481108752e-05,0.000379782984965,0.99959975481
Has a woman aborted her baby because it's a boy?,614,unrelated,unrelated,unrelated,2.90264896563e-08,2.10308314763e-07,3.86842202715e-06,0.999995946884
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,524,unrelated,unrelated,unrelated,1.47647742921e-08,4.27862234531e-09,4.28034525157e-07,0.999999523163
US hostage Luke Somers dies after rescue bid,2385,unrelated,unrelated,unrelated,2.31983264598e-07,5.29961390328e-08,2.35177708419e-06,0.999997377396
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,330,unrelated,unrelated,unrelated,3.87144581282e-07,2.44620146361e-08,1.87302066479e-06,0.999997735023
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",2009,unrelated,unrelated,unrelated,2.60871729552e-07,6.2677500523e-08,7.6018307027e-07,0.999998927116
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1406,unrelated,unrelated,unrelated,1.36759751967e-07,3.4738388166e-08,1.55257487222e-06,0.99999833107
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",1909,unrelated,unrelated,unrelated,1.74532715391e-07,7.61964802365e-09,6.03654584097e-08,0.999999761581
Government fires employee who skipped work for 24 years,1125,unrelated,unrelated,unrelated,4.9949409231e-07,2.33206680633e-08,2.59318028384e-07,0.999999165535
"Meet Magneto Boy, the kid who attracts metal with his body",1804,unrelated,unrelated,unrelated,0.000336771801813,4.25621601607e-06,0.000249873119174,0.999409079552
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,2288,unrelated,unrelated,unrelated,8.03761906809e-07,5.55484973574e-08,1.49503341618e-06,0.999997615814
Macklemore Gets Twitter-Trolled with the #MacklemoreJoinedISIS,450,unrelated,unrelated,unrelated,0.0177406426519,5.67159659113e-05,0.00152990128845,0.980672776699
Priest who died for 48 minutes says he met God and she’s a woman,2445,disagree,disagree,disagree,0.0678718239069,0.863146901131,0.0689734444022,7.7825061453e-06
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2504,agree,agree,agree,0.519726574421,0.00104283040855,0.478147566319,0.0010830454994
Boko Haram Denies Nigeria Cease-Fire Claim,2272,agree,agree,discuss,0.0411008149385,5.76306410949e-05,0.958833694458,7.86262535257e-06
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1299,unrelated,unrelated,unrelated,1.54637973537e-08,3.82391185383e-08,4.35660325593e-08,0.999999880791
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1720,unrelated,unrelated,unrelated,7.53443796242e-09,5.00974994821e-09,4.56692248463e-07,0.999999523163
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,1223,unrelated,unrelated,unrelated,7.94679166916e-08,5.81891157481e-08,5.17312116699e-07,0.999999403954
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2328,unrelated,unrelated,unrelated,8.96373876458e-07,3.42956667509e-07,2.79399955616e-07,0.999998450279
Apple May Or May Not Hold An Event On The 24th Of February [Rumor],1828,unrelated,unrelated,unrelated,2.50380054467e-08,7.27365856434e-09,3.26979915144e-07,0.999999642372
You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,260,unrelated,unrelated,unrelated,2.5326195896e-07,7.33116634066e-09,3.40519875408e-07,0.999999403954
Axl Rose Dead? Fans Freak Out Over Death Rumors,144,unrelated,unrelated,unrelated,7.73466013015e-07,7.90411363027e-08,9.89158706943e-06,0.999989271164
Meteorite leaves crater in Nicaraguan capital Managua,1948,unrelated,unrelated,unrelated,1.20674130244e-07,3.15962438435e-08,1.92317429537e-06,0.999997973442
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,570,unrelated,unrelated,unrelated,2.38842545741e-09,1.62585023222e-09,7.90332080669e-07,0.999999165535
"No, Banksy hasn’t been arrested",205,unrelated,unrelated,unrelated,1.51567940065e-06,3.62057136272e-07,9.8400994375e-07,0.999997138977
Nicaragua asks U.S. for help investigating meteorite crater,1948,unrelated,unrelated,unrelated,1.29426936724e-07,2.84580696785e-08,1.73697947048e-06,0.999998092651
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,917,unrelated,unrelated,unrelated,4.32026208728e-05,1.33959592858e-05,0.109225660563,0.890717744827
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1487,discuss,discuss,discuss,0.00965412240475,2.02894843824e-05,0.990210771561,0.000114893067803
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,1934,unrelated,unrelated,unrelated,2.32915738252e-07,5.54085062276e-08,8.39875582415e-08,0.999999642372
Star Wars VII for a New SUMMER Release Date!?,2434,unrelated,unrelated,unrelated,2.41718023375e-09,1.84672144243e-09,1.87357912296e-07,0.999999761581
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",1383,unrelated,unrelated,unrelated,9.31517861318e-05,5.42026209587e-05,3.26203044096e-05,0.999820053577
Here Are Microsoft's New Robot Security Guards,1195,unrelated,unrelated,unrelated,1.64937361546e-08,6.61149641701e-08,7.18632406915e-07,0.999999165535
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2009,unrelated,unrelated,unrelated,4.58037483497e-08,3.94268262482e-08,2.55436261796e-05,0.999974370003
"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source",1863,unrelated,unrelated,unrelated,2.80049989669e-05,3.3459149563e-05,1.84918426385e-05,0.999920010567
'Hairgate': iPhone hit by new social media storm,867,unrelated,unrelated,unrelated,4.7023192451e-08,1.7430354049e-08,7.05349293639e-06,0.999992847443
North Korean leader Kim Jong-un to open restaurant in Scotland,2314,unrelated,unrelated,unrelated,4.18374312972e-08,2.40873077928e-07,8.38615619614e-07,0.999998927116
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2003,discuss,discuss,agree,0.760067284107,0.00126671232283,0.238647222519,1.87457681022e-05
Apple hopes to sell over 50 million watches in 2015,2311,discuss,discuss,discuss,0.000142182194395,1.95418488147e-06,0.999838829041,1.69769027707e-05
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",920,discuss,discuss,discuss,0.227637216449,8.04481096566e-05,0.772273182869,9.13559415494e-06
Tropical spider burrowed under Bali tourist's skin,730,unrelated,unrelated,unrelated,3.40516550068e-07,1.01892601378e-06,1.41320128932e-06,0.999997258186
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,720,unrelated,unrelated,unrelated,2.87167019053e-08,1.66158642401e-08,4.12773333665e-05,0.999958634377
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",955,unrelated,unrelated,unrelated,4.32622869084e-07,3.35812615049e-07,1.06494262582e-05,0.999988555908
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,2445,unrelated,unrelated,unrelated,6.66662572257e-07,4.55453027826e-06,0.000256216531852,0.999738514423
New Rumour Suggests Apple Watch to Launch in February,1183,unrelated,unrelated,unrelated,1.02091171073e-07,3.19630579781e-08,1.5905172404e-05,0.999983906746
Nasa questions whether crater in Nicaragua caused by meteorite,1573,agree,agree,agree,0.7994992733,0.0389466024935,0.161551788449,2.36037226387e-06
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,524,unrelated,unrelated,unrelated,1.79663963706e-08,5.2927329186e-10,1.33724867624e-07,0.999999880791
Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,1761,unrelated,unrelated,unrelated,1.21449218682e-07,8.10188964806e-08,3.909094346e-07,0.999999403954
"Report: new 12-inch MacBook Air slims down, has single USB port",1679,unrelated,unrelated,unrelated,5.94888298622e-08,9.80746506229e-09,5.11440657647e-06,0.999994874001
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2330,unrelated,unrelated,unrelated,4.0564568593e-08,1.13551845704e-09,2.66135913307e-07,0.999999642372
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1574,unrelated,unrelated,unrelated,7.28426314822e-08,6.34096153362e-09,1.19407559396e-06,0.999998688698
Libya: Missing Libya Planes Spark Security Concerns,2314,unrelated,unrelated,unrelated,3.94561652683e-07,4.57495055173e-08,8.80942479853e-07,0.999998688698
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),320,discuss,discuss,discuss,0.0767009034753,0.256300836802,0.665652632713,0.00134556856938
REPORT: Apple's Watch Will Come In 2 Storage Sizes,1383,unrelated,unrelated,unrelated,2.00762482194e-08,5.00630292777e-09,1.84470252407e-07,0.999999761581
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",214,unrelated,unrelated,unrelated,2.14275690524e-08,2.86703993879e-09,9.59259409683e-07,0.999999046326
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1721,discuss,discuss,discuss,3.3765209082e-05,6.40568669041e-06,0.999876976013,8.28368283692e-05
Macaulay Culkin dead hoax: Fake death report spreads on social networks,2022,unrelated,unrelated,unrelated,2.16277555865e-07,1.87385769124e-08,5.14160831244e-07,0.999999284744
Vogue's new digs are reportedly swarming with rats,2064,discuss,discuss,discuss,0.00234309001826,0.000258843443589,0.997384369373,1.36871249197e-05
Tropical spider burrowed under Bali tourist's skin,1375,unrelated,unrelated,unrelated,4.19802745455e-07,1.58282546181e-06,5.20292076089e-07,0.999997496605
I aborted my baby because it was a boy,1363,unrelated,unrelated,unrelated,2.18476598093e-05,2.42018643348e-07,8.41464952828e-06,0.999969482422
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,1177,unrelated,unrelated,unrelated,1.72105126239e-06,5.37192121897e-08,6.65377547193e-06,0.99999153614
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",794,disagree,disagree,agree,0.697434782982,0.29135119915,0.0112004829571,1.35745731313e-05
Journalist James Wright Foley reportedly beheaded by ISIS,1358,unrelated,unrelated,unrelated,6.71880240333e-09,1.16493961144e-08,2.95912343518e-07,0.999999642372
400 men cut their testicles off believing it would help them meet God,1572,unrelated,unrelated,unrelated,9.26471159346e-07,1.47504749748e-07,1.77163190074e-06,0.999997138977
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1843,unrelated,unrelated,unrelated,2.2718834316e-06,8.02924405434e-05,4.97241080666e-06,0.999912500381
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1819,agree,agree,agree,0.983681559563,0.00152621977031,0.0147901754826,2.05826881938e-06
"Vice's Shane Smith drops $300,000 on Vegas dinner",666,unrelated,unrelated,unrelated,3.08257881443e-07,9.34084454229e-09,1.79227257036e-07,0.999999523163
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,570,unrelated,unrelated,unrelated,6.22455376131e-09,3.74543818182e-09,1.37279258183e-07,0.999999880791
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1720,unrelated,unrelated,unrelated,1.53667816249e-08,7.12070535869e-09,5.1355159485e-06,0.999994874001
Boko Haram denies ceasefire claim by Nigeria's government,1966,unrelated,unrelated,unrelated,2.48322376137e-05,5.64972424399e-07,1.17472936836e-05,0.999962806702
Tiger Woods prices private island at $7.1 million,1848,unrelated,unrelated,unrelated,1.20902313938e-07,9.46748457409e-08,5.3499807251e-08,0.999999761581
Seven girls as young as 13 become pregnant on a school trip,1103,discuss,discuss,agree,0.950407445431,8.27063267934e-05,0.0495067834854,3.00860392599e-06
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1042,unrelated,unrelated,unrelated,2.88013495719e-07,1.48974649505e-07,1.94282520738e-07,0.999999403954
Apple Watch launch expected in late March,554,unrelated,unrelated,unrelated,5.92711435488e-09,5.86226445165e-09,2.70016721515e-06,0.999997258186
Staff Reporter,1843,unrelated,unrelated,unrelated,0.00024518679129,0.000210671947571,0.0648194625974,0.93472468853
Nigeria and Boko Haram 'agree ceasefire and girls' release',320,unrelated,unrelated,unrelated,1.77942183655e-07,7.60099396757e-08,2.74149206234e-05,0.999972343445
"A message from Jim's mom, Diane Foley:",1966,agree,agree,unrelated,0.410942584276,0.00038415248855,0.0540250726044,0.534648239613
An accidental delivery of arms to the Islamic State and the problem with airdrops,1572,unrelated,unrelated,unrelated,5.23014023202e-06,2.53041639553e-06,1.96911314561e-05,0.999972581863
Christian Bale Is Steve Jobs,1226,disagree,disagree,agree,0.526230275631,0.0291086230427,0.444606423378,5.46777082491e-05
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,769,unrelated,unrelated,unrelated,1.97426629711e-07,5.57574919569e-09,4.16297893935e-08,0.999999761581
ISIS Militants Allegedly Contracted Ebola,1821,unrelated,unrelated,unrelated,7.53373186058e-09,5.88792614664e-09,2.6106383757e-06,0.999997377396
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2127,unrelated,unrelated,unrelated,2.17135087688e-09,5.72189318149e-09,2.3131431135e-06,0.999997735023
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,874,unrelated,unrelated,unrelated,1.99807068668e-08,2.98579436731e-08,2.06376853384e-06,0.999997854233
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,480,unrelated,unrelated,unrelated,2.57278117033e-07,1.61323598036e-07,4.35688816651e-05,0.999956011772
"A message from Jim's mom, Diane Foley:",1251,unrelated,unrelated,unrelated,2.49357544817e-05,2.07236189453e-06,4.41409201812e-06,0.999968528748
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2088,unrelated,unrelated,unrelated,1.0231960168e-08,4.82314277406e-09,2.66225811174e-06,0.999997377396
South Korea: Kim Jong Un had ankle surgery to remove cyst,2053,agree,agree,discuss,0.000265306589426,0.000137459675898,0.999515175819,8.20156565169e-05
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,704,unrelated,unrelated,unrelated,2.31981047705e-08,4.78565880258e-08,1.54777608259e-05,0.999984502792
'Spiderman' squished: Experts debunk claims,1888,unrelated,unrelated,unrelated,0.000201929040486,1.67026082636e-05,6.27130502835e-05,0.999718606472
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1966,unrelated,unrelated,unrelated,9.57360316534e-06,1.46238619436e-07,7.86565578892e-06,0.999982357025
"Despite no Ebola case in Kansas City, the rumor goes viral",1226,unrelated,unrelated,unrelated,4.42102532361e-08,1.20815011329e-08,3.03091738374e-08,0.999999880791
Meteor Leaves 40-Foot Crater Near Managua's Airport,731,unrelated,unrelated,unrelated,2.01109401132e-07,5.526580793e-08,1.97315262085e-06,0.999997735023
"North Korean leader Kim Jong Un had ankle surgery, report says",2053,discuss,discuss,discuss,7.52318301238e-05,1.75315453816e-05,0.997829735279,0.00207747495733
Is Durex Planning To Release A Pumpkin Spice Condom?,1400,discuss,discuss,discuss,0.001007703715,3.39177531714e-05,0.998957753181,5.87993781664e-07
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,530,unrelated,unrelated,unrelated,1.54800709424e-05,1.13275291369e-06,3.31317005475e-06,0.999980092049
