header
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,690,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,2307,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1933,unrelated
Claim: Comcast Got Complaining Customer Fired From His Job,2405,discuss
'Sex attacker' has penis cut off with a cleaver in India,17,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1923,disagree
Report: Possible audio tape of Michael Brown shooting,2313,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,2269,unrelated
"Boko Haram agrees to ceasefire, release of school girls",800,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2220,discuss
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",2208,discuss
ISIL Beheads American Photojournalist in Iraq,2109,unrelated
Seven girls as young as 13 become pregnant on a school trip,821,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1120,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,984,unrelated
Jihadi John ‘identified as British man from West London’,1374,discuss
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,2498,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1658,agree
Small Meteorite Strikes in Nicaragua's Capital City of Managua,724,unrelated
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",444,unrelated
"Woman catches husband cheating with her twin, humiliates them",2403,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,1071,unrelated
Nigeria says ceasefire agreed with Boko Haram,1906,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1939,unrelated
Has Ebola infected Isis militants in Mosul?,1040,discuss
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,419,agree
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2261,discuss
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1737,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1921,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1502,disagree
Seth Rogen Is Woz,646,unrelated
WTC rats scare off Anna Wintour,821,agree
ISIL allegedly kills US journalist in video,1034,unrelated
Marijuana May Soon Spark Just a Ticket in New York,2237,discuss
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",1087,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,1627,unrelated
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,1438,unrelated
"A message from Jim's mom, Diane Foley:",2450,agree
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1311,unrelated
Has Ebola infected Isis militants in Mosul?,1291,unrelated
Italian fisherman catches monstrous 280-pound catfish,1221,unrelated
Boko Haram denies it has agreed ceasefire,344,unrelated
The rats eat Prada at Vogue NY office,2263,agree
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1744,unrelated
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,2236,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,125,unrelated
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,754,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',115,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1883,unrelated
Alleged audio of Michael Brown shooting has surfaced,2149,discuss
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",258,unrelated
Ski Resort Opens With Snow Stored From Last Season,1670,agree
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1562,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,1790,discuss
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1260,unrelated
NBC weatherman caught urinating in the woods live on air,1940,unrelated
Isis claims it has US airdrop of weapons,1949,discuss
Jihadi John ‘identified as British man from West London’,2470,unrelated
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,1817,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1197,unrelated
Have Kanye & Kim Been Banned From Future Grammy Ceremonies?,1595,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),54,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1077,unrelated
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,2236,discuss
ESPN's Domestic Violence Panel Is Missing Something Important,1370,discuss
Lebanon confirms holding ISIS chief’s kin,1744,unrelated
Met police denies reports of Banksy arrest,30,unrelated
Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,1024,unrelated
South Korea: Kim Jong Un had ankle surgery to remove cyst,2153,discuss
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,2290,unrelated
Indian worker sacked after going on leave for 24 years,686,unrelated
Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis,2069,agree
Reports of missing Libyan planes raise 9/11 terror fears,1438,unrelated
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",478,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,803,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1340,discuss
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1893,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2463,discuss
400 men cut their testicles off believing it would help them meet God,2336,agree
BATMAN VS. SUPERMAN BATMOBILE STOLEN,702,unrelated
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2197,unrelated
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,1699,agree
Meteorite strike in Nicaragua puzzles experts,1213,disagree
"North Korean leader Kim Jong Un had ankle surgery, report says",1854,discuss
"Kurt Sutter Announces Plans For ‘Sons Of Anarchy’ Movie Starring Charlie Hunnam, Brad Pitt",203,unrelated
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",615,unrelated
Kurds fear Isis use of chemical weapon in Kobani,1385,unrelated
Pentagon: 1 weapons bundle seized by militants,2168,discuss
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1095,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,1549,unrelated
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",612,unrelated
Missing Mexico students not among 28 bodies found in mass grave,1678,unrelated
Islamic State claims to have beheaded American journalist,826,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1157,unrelated
Mexico finds 4 more graves at site of suspected student massacre,61,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1873,unrelated
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),1678,unrelated
CNN audio: Is this the moment Michael Brown was shot?,321,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2078,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,527,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",381,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",643,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1385,unrelated
NBC weatherman caught urinating in the woods live on air,2278,unrelated
Texas plumber's truck on front line of Syria war,2344,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1905,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",2142,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,964,unrelated
Country Music Legend Willie Nelson Dies at Age 81,1936,unrelated
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',2152,unrelated
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",2208,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,2495,discuss
Big Bank Hank of The Sugarhill Gang is dead at 57,1979,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",615,unrelated
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,2364,discuss
WHO investigates media reports ISIS fighters contracted Ebola,1083,unrelated
Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,2459,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,2403,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,830,unrelated
Enormous 20-stone catfish caught with fishing rod in Italy after 40-minute boat battle,677,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,855,discuss
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1292,agree
Man discovers spider living under his skin during Bali vacation,2293,discuss
Nigeria says it has deal with Boko Haram to release kidnapped girls,1506,unrelated
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",2419,discuss
"Audio captured at time of Michael Brown shooting, company says",1403,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",698,unrelated
Iraqi media says ISIS militants have contracted Ebola,1789,unrelated
Rats are still running around at Vogue,639,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",706,unrelated
Kim Jong-un drinks rare snake wine to boost love life!,2018,discuss
Media outlets identify 'Jihadi John',40,unrelated
Islamic State fighters training to fly captured jets — watchdog,2188,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",72,unrelated
American hostage killed in rescue attempt in Yemen - senior official,120,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1860,agree
Pumpkin Spice condoms? Don't fall for this hoax.,1708,discuss
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",2419,discuss
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,551,discuss
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',213,unrelated
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",1036,discuss
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,775,unrelated
No One In North Korea Is Allowed To Share Kim Jong Un's Name,520,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,2118,unrelated
Rumor: Apple to hold event this month to unveil Retina MacBook Air & finalize Apple Watch specs,1805,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",244,unrelated
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1352,discuss
Macaulay Culkin Dead?,804,discuss
"In Kim Jong Un's absence, his sister may rule. Or not.",2177,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2403,discuss
Islamic State using 'SCORPION bombs' to terrorise victims,2524,unrelated
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,2371,discuss
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),2124,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1176,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,2526,unrelated
Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,1498,unrelated
Man chops off his penis after his girlfriend breaks up with him,1560,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,1506,discuss
Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,527,unrelated
Someone Spraypainted A Penis On A £1.5m Bugatti Veyron And It Went Very Viral,442,unrelated
"Islamic State leader's family detained by Lebanon, officials say",2360,unrelated
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1853,unrelated
Pentagon: ISIS Got U.S. Weapons Package,271,unrelated
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,322,unrelated
If Only A Bird Really Did Poop on Putin,2174,disagree
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1459,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,56,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,220,unrelated
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1474,agree
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,1832,disagree
Meteorite leaves crater in Nicaraguan capital Managua,1249,discuss
Small Meteorite Hits Managua,2155,unrelated
Strange mark turns out to be tropical spider burrowing under vacationer's skin,959,unrelated
Someone painted a graffiti dick on a $2.5 million car,2369,agree
Durex is not confirming or denying rumors of a “pumpkin spice” condom,2354,discuss
"Managua explosion not a meteorite, NASA suggests",1744,unrelated
Nigeria says ceasefire agreed with Boko Haram,1374,unrelated
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,2044,discuss
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1340,agree
Mexico prosecutor: Students not in 1st mass graves,2342,discuss
Pumpkin Spice condoms? Don't fall for this hoax.,2404,unrelated
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,1217,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2473,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",2356,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,844,unrelated
This College Student Claims She Was The 'Teletubbies' Sun Baby,1834,unrelated
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,800,unrelated
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1219,agree
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1340,discuss
ISIS Appears To Behead American Photojournalist In YouTube Video,2404,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,633,unrelated
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,204,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2508,agree
NBC weatherman caught urinating in the woods live on air,2511,discuss
Texas City plumber's truck ends up in Syrian war,2015,agree
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2304,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1288,discuss
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2388,discuss
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1746,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1541,unrelated
Kurds fear Isis use of chemical weapon in Kobani,1718,unrelated
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1398,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1605,discuss
The news of Cesar Millan's death is false,2528,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,1702,unrelated
"No, a spider (probably) didn't crawl through a man's body for several days",1478,disagree
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1913,unrelated
Female teacher facing sack after making SEX TAPE with teenager,933,unrelated
"No, that high school kid didn't make $72 million trading stocks",1024,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,40,unrelated
"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",2481,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",478,unrelated
"No, Banksy hasn’t been arrested",1458,unrelated
Audio recording allegedly captures moment Michael Brown was shot,132,unrelated
Lawmaker Says ‘At Least 10' Islamic State Fighters Have Been Captured at the Southern U.S. Border,80,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1737,discuss
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1605,unrelated
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",186,unrelated
REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,2002,unrelated
20-Year-Old Quarter Pounder Looks About the Same,628,discuss
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",682,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",551,discuss
Everyone chill! Banksy has NOT been arrested,321,unrelated
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",186,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1630,disagree
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1422,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1921,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2115,unrelated
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),626,unrelated
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',2252,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2132,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2388,discuss
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1913,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1295,unrelated
Luke Somers 'killed in failed rescue attempt in Yemen',40,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,578,discuss
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,936,discuss
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,545,unrelated
Give a homeless man $100 and see what he does with it [Video],1940,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1883,unrelated
"Amazon to launch first brick-and-mortar store, report says",1772,discuss
Newly Discovered Mass Grave Linked to Missing Mexican Students,295,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1968,agree
Is Kim Jong Un's sister Kim Yo Jong in charge?,2344,discuss
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1295,discuss
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1385,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2115,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",2526,unrelated
ISIS Militant “Jihadi John” Identified As Young West Londoner,1465,unrelated
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,2372,discuss
"North Korean leader Kim Jong Un had ankle surgery, report says",1368,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1660,unrelated
Would you take a bite out of the world's oldest burger? Men keep Quarter Pounder they bought 20 YEARS ago for a friend who never showed up to meet them,2474,agree
Dog abandoned at Ayr station with belongings in suitcase,54,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,304,unrelated
Christian Bale quits Steve Jobs movie,844,unrelated
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,2185,discuss
Christian Bale won't play Steve Jobs,572,unrelated
Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,2478,agree
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,1575,discuss
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",773,unrelated
Seven girls as young as 13 become pregnant on a school trip,1277,unrelated
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1107,unrelated
Large space object slams Nicaragua’s capital as asteroid passes Earth,10,unrelated
US hostage Luke Somers dies after rescue bid,1165,unrelated
Woman spends a week in KFC to get over her break up,1473,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1673,unrelated
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,804,unrelated
Islamic State militants claim to behead missing American journalist,2453,unrelated
US drones hunt Isis leader in Syria,2367,unrelated
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2367,disagree
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",2177,unrelated
Willie Nelson Dead? Viral Hoax Fools Internet,933,unrelated
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1820,agree
Popular 'Banksy' Instagram account offers powerful message of perseverance after Paris attack,740,unrelated
Michael Brown shooting audio caught on tape?,1564,discuss
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,271,unrelated
"Forty years ago, Lego wrote a powerful letter to parents about how gender works",1169,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,51,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1141,discuss
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1735,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1786,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2407,disagree
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1921,unrelated
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",551,discuss
Robert Plant ripped up $800M Led Zeppelin reunion contract,1673,unrelated
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,1627,unrelated
See the Crater a Meteorite Made in Nicaragua,1900,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,1974,unrelated
"Report: new 12-inch MacBook Air slims down, has single USB port",2039,discuss
The Chinese Guide to Avoiding a Bad English Name,2114,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",1637,unrelated
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,819,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,2044,unrelated
High school student scores $72M playing the stock market,2235,unrelated
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,1034,unrelated
Kim Had Ankle Surgery:  Source,1001,discuss
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",398,unrelated
ISIS supporters mourn death of ‘youngest fighter’,649,unrelated
US officials: Video shows American's execution,2130,unrelated
Video shows ISIL beheading of photojournalist James Foley,1093,discuss
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2047,discuss
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1330,discuss
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,2068,unrelated
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,775,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2248,agree
YPG Confirms: Gill Rosenberg Not Captured in Kobani,513,unrelated
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2317,discuss
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2130,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2154,discuss
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,2130,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,2432,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2360,unrelated
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2156,agree
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,984,unrelated
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1854,discuss
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,723,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1403,unrelated
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1921,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,2129,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2354,unrelated
Predator drones being flown over Isil's Syrian 'capital',304,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2261,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1040,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,939,discuss
ISIS fighters seize weapons airdrop meant for Kurds,1785,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1982,discuss
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,693,discuss
"Audio captured at time of Michael Brown shooting, company says",1435,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,304,unrelated
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1528,agree
"Gene Munster Predicts $499 Steel Apple Watch, $4,999 for 18k Gold Edition",2176,unrelated
'Hairgate': iPhone hit by new social media storm,526,unrelated
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,1642,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,630,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",381,unrelated
'Spiderman' squished: Experts debunk claims,2293,discuss
Audio of gunfire in Michael Brown case authenticated by app company,2481,discuss
Media reports identify Londoner as Islamic State's ‘Jihadi John’,77,unrelated
Marijuana May Soon Spark Just a Ticket in New York,1022,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,754,unrelated
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",693,unrelated
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1925,disagree
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1374,agree
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1385,unrelated
Questions raised over Nicaragua 'meteorite',2155,unrelated
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,513,unrelated
Amazon is opening its first physical store,2453,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2448,unrelated
Islamic State Leader al-Baghdadi “Not Dead”,1048,unrelated
CNN audio: Is this the moment Michael Brown was shot?,456,unrelated
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,2317,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2142,discuss
"Boko Haram agrees to ceasefire, release of school girls",1681,discuss
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),2114,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1825,discuss
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,984,unrelated
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,2280,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2134,unrelated
ISIL Beheads American Photojournalist in Iraq,1293,unrelated
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',93,unrelated
